id,MLM,HLM
TEST_051,25.638633696136473,44.08563126495361
TEST_052,29.44130823287964,45.10795090270996
TEST_053,43.60465789337158,46.337046103515625
TEST_054,23.03157630569458,42.89538342300415
TEST_055,29.96112565994263,52.956458992309564
TEST_056,40.800783813171385,57.72208971099853
TEST_057,34.16994408248901,51.26422132385254
TEST_058,25.01194385498047,35.818549864044186
TEST_059,50.90070587158203,53.23377068267822
TEST_060,27.84241581253051,41.21946493896484
TEST_061,43.10356294113159,59.42007780731201
TEST_062,38.74645580230713,61.11070873199462
TEST_063,53.722078790283206,70.01546272827147
TEST_064,42.81458458831787,63.933488382873534
TEST_065,41.51368769104004,61.646576084899905
TEST_066,47.17700686386109,60.653087871398924
TEST_067,34.76953618270874,53.611876702575685
TEST_068,41.41301109649658,62.74691971282958
TEST_069,35.43591482696533,54.9303342224121
TEST_070,28.543185879821777,53.11296478668213
TEST_071,29.39670212097168,49.760347983093254
TEST_072,32.55613567489624,50.959372293090816
TEST_073,50.519535705566405,69.50212218872069
TEST_074,30.335857045135498,44.26438940368652
TEST_075,65.95774235870361,79.40885522766112
TEST_076,38.29161113632202,63.91035572357177
TEST_077,41.2151777255249,53.69676983734131
TEST_078,49.21778612365722,68.16503774353026
TEST_079,41.97630041656494,51.118298828125006
TEST_080,60.92778880157471,70.28275982360839
TEST_081,49.030252550964356,64.47003065887449
TEST_082,23.946215111083987,37.16641153137207
TEST_083,25.394085864868167,40.221020163879395
TEST_084,28.125245861511235,42.95924830291749
TEST_085,64.67848236297607,79.80032696350096
TEST_086,35.21561010192871,45.68452944122315
TEST_087,58.38060728881836,73.2096641378784
TEST_088,37.70175621307373,53.5877064553833
TEST_089,46.7673933505249,62.374742885437
TEST_090,25.341001035614013,38.57119238861084
TEST_091,21.175682983322144,36.749564588012696
TEST_092,37.65993837432862,50.96074688446045
TEST_093,30.915283153533938,50.020495091247554
TEST_094,67.11877983581542,77.2059271331787
TEST_095,31.263130681915285,48.68131743255615
TEST_096,60.56671543823242,73.18735373474121
TEST_097,73.80352623596191,79.07314098327636
TEST_098,16.062108272514344,35.55073510574341
TEST_099,21.008382318573,30.505660129547117
TEST_100,61.32624724151611,75.19068302001953
TEST_101,18.136730015449526,29.298813905563357
TEST_102,52.87708876983642,72.94652585571288
TEST_103,45.137090815887454,63.82747394714354
TEST_104,37.0296756300354,57.34192094787598
TEST_105,39.176906699829104,50.907119614562994
TEST_106,46.88168711273194,61.76823354919434
TEST_107,59.862943185119626,72.36635280334471
TEST_108,43.22977344818115,61.14972387634277
TEST_109,26.918878879699708,44.300525175170904
TEST_110,27.104719498901368,52.282837814178464
TEST_111,23.830001730957033,46.90164921020507
TEST_112,31.532790800018308,40.26649871856689
TEST_113,42.500657583618164,58.43121209747314
TEST_114,50.61250920379639,69.61670405914306
TEST_115,16.08145585067749,29.83750508361816
TEST_116,24.44925178985596,41.32475047683715
TEST_117,44.72429601226806,61.449478617248516
TEST_118,36.59516297958373,47.295028078918456
TEST_119,21.14653908874512,37.07433189178467
TEST_120,50.265844018859866,68.84343992492676
TEST_121,33.05184396026611,50.271055720520025
TEST_122,20.678931702804565,35.12835032318115
TEST_123,40.57521918304443,64.62763731353759
TEST_124,18.239389344863888,37.44707592453003
TEST_125,54.510769039916994,67.47971650665284
TEST_126,24.262029171676634,45.090825112915034
TEST_127,55.781691554870605,72.92281581237793
TEST_128,49.162065230407705,58.70040438751221
TEST_129,20.864540300750733,37.310912637329096
TEST_130,36.96602924652099,62.13079310607911
TEST_131,31.11799236495972,51.98485996734619
TEST_132,19.382293586273192,41.34863674850464
TEST_133,50.18631857879638,65.92630490386962
TEST_134,37.743768503723146,59.013900400390625
TEST_135,33.59728672149657,53.389028749389645
TEST_136,64.4890015234375,73.54637396972655
TEST_137,36.07774673431396,53.188553708190916
TEST_138,23.171945263366702,28.317425988616947
TEST_139,32.61178726394653,44.12001095886231
TEST_140,16.294064530792237,39.09660490188599
TEST_141,28.31793196411133,39.37637708618164
TEST_142,42.60430361358642,57.34876852661132
TEST_143,27.545895564727783,41.99392419067382
TEST_144,41.09911354095459,59.298942570800776
TEST_145,19.238920709838865,32.1216616557312
TEST_146,56.38475819702148,72.60916866333007
TEST_147,45.52494130767822,73.91472553894042
TEST_148,12.2786667760849,24.865893995666504
TEST_149,27.046810475006104,47.68174640838623
TEST_150,23.007611231384278,46.026439410400386
TEST_151,58.400400151062,71.68661115142822
TEST_152,37.69825696716309,48.49301012207032
TEST_153,12.479729945795537,28.70084476387024
TEST_154,22.140616210479735,43.578496825561515
TEST_155,39.06041801055908,58.88431313659668
TEST_156,17.759597348785398,45.71349492416381
TEST_157,33.07465715209961,54.21923486022949
TEST_158,31.39392621551514,45.08235342681884
TEST_159,24.044941733093257,36.74322121932984
TEST_160,68.4985521484375,77.58639912231445
TEST_161,40.88604476074219,56.010454613037105
TEST_162,76.3187052178955,79.5679470751953
TEST_163,43.43398989013672,59.75068628509521
TEST_164,45.4808753112793,64.54254428985595
TEST_165,38.03614689361572,55.974781484680165
TEST_166,22.157416216812138,37.11980655166626
TEST_167,51.15329787750244,67.8441773788452
TEST_168,37.886059660339356,54.96656181640624
TEST_169,23.320655926284793,41.492546684112554
TEST_170,21.56883470100403,37.171207917327884
TEST_171,30.75560542144776,53.81196357482909
TEST_172,20.94662817489624,40.82310202606201
TEST_173,12.882832542457582,24.934582381286624
TEST_174,13.823958105468751,29.818967795629497
TEST_175,51.27174278228759,68.40094713989257
TEST_176,45.01980404571533,59.6995983352661
TEST_177,25.07362893753052,44.0994928591919
TEST_178,34.81330129684448,58.51612031585693
TEST_179,39.081968343200685,62.07797892456054
TEST_180,32.73252618659973,51.16337142471313
TEST_181,32.31302987487793,49.78154010620116
TEST_182,20.712435980529783,42.445246797180175
TEST_183,33.15913581787109,45.354726673278805
TEST_184,40.7107168548584,51.16173487487792
TEST_185,25.918721379394533,41.350905042724605
TEST_186,17.018842758407594,33.642541547851565
TEST_187,27.623868172149656,49.66746709548949
TEST_188,10.312132560081482,18.657788869094848
TEST_189,34.53464809112549,50.658579293823244
TEST_190,53.579320610656744,67.14895484741211
TEST_191,29.491201874694823,47.34879594299316
TEST_192,20.99378668426514,32.425155363311774
TEST_193,47.559161162414554,69.4533769934082
TEST_194,31.036996256103517,41.77093495147705
TEST_195,29.418228083000184,54.00832736618042
TEST_196,57.86660993408203,75.47121342926025
TEST_197,55.51003361236572,70.10049618286132
TEST_198,38.99273178283691,57.17336702850341
TEST_199,40.64168653228759,62.93870000823975
TEST_200,32.14742056472778,55.05053063751221
TEST_201,21.244734358406067,36.92128524276733
TEST_202,71.14706128936767,80.91760153381347
TEST_203,46.073702976379394,63.4123517779541
TEST_204,48.365206535949696,59.05645559234618
TEST_205,31.398086244354246,52.66788245361329
TEST_206,30.537136934967037,46.278941246032716
TEST_207,32.29942256439209,52.18182248901366
TEST_208,30.715873977050784,53.718272069091796
TEST_209,38.281890059814444,57.89472157684325
TEST_210,46.49397107299805,55.06763280914306
TEST_211,32.393658375549315,55.718655738525385
TEST_212,25.639221849517824,44.29693207122803
TEST_213,28.67118244003296,43.36028065490722
TEST_214,12.17408343524933,35.68005191604614
TEST_215,26.08173308238983,35.81949560333253
TEST_216,23.906239403991698,36.07223853637696
TEST_217,54.322591114196776,63.13148585235596
TEST_218,60.177122666625976,70.20052979919433
TEST_219,25.46502690490723,40.17517871627807
TEST_220,25.575937984695432,45.92631173522949
TEST_221,28.047620574798582,45.478840383605956
TEST_222,18.238862058296203,30.015925514526366
TEST_223,71.08998196228026,76.74463469055175
TEST_224,37.34883846588134,44.692604992370605
TEST_225,35.0131320489502,57.15761237579345
TEST_226,27.871740884704593,45.86987613830566
TEST_227,20.52912151855469,36.24190488250732
TEST_228,29.15553268676758,54.87391320709228
TEST_229,27.303265754394534,34.09677666244507
TEST_230,30.016117906332013,37.86837923942566
TEST_231,44.77617419616699,60.392339253540044
TEST_232,27.284180172576903,45.12765132293701
TEST_233,36.13558676239013,51.34517717407227
TEST_234,17.686992424049375,32.483094917144776
TEST_235,34.88903379714966,49.88894264282226
TEST_236,17.7034662600708,35.143599492797854
TEST_237,29.656687592620848,50.51052911529541
TEST_238,27.274920637054443,42.85683029586791
TEST_239,26.33818210075379,41.203377049560544
TEST_240,43.054989057464596,56.994652155761706
TEST_241,49.77788243652344,69.91325313171387
TEST_242,61.180007654113766,66.96672017181395
TEST_243,37.73809019882202,58.53616230651855
TEST_244,61.07742037841797,71.98879229797362
TEST_245,57.01795934753417,69.73860847320556
TEST_246,76.34091217895508,82.29317065551757
TEST_247,32.942007199554446,50.27686155822754
TEST_248,36.1156588911438,55.717898323059075
TEST_249,49.179072290649415,63.865811917724606
TEST_250,62.710014529113764,72.39021701049803
TEST_251,26.21842226608276,38.678888335876465
TEST_252,52.301015709075934,66.2400701208496
TEST_253,21.228237035598752,37.64385914871216
TEST_254,60.959147115783686,72.49341892211913
TEST_255,29.37501037490845,49.51416370025635
TEST_256,57.847810878906245,70.56641557281492
TEST_257,70.44749514465332,83.28503373962403
TEST_258,51.36518327178955,64.81430298400878
TEST_259,66.13416631072998,80.41469117919921
TEST_260,36.263673391723636,55.10879008270263
TEST_261,66.44050316101074,81.57436740905761
TEST_262,34.34672668518066,47.98250041870117
TEST_263,42.45941804229736,54.27714027679443
TEST_264,28.68978262191773,45.67060822174072
TEST_265,30.8776745602417,45.02245366119385
TEST_266,27.571007379760747,46.4354304486084
TEST_267,34.83040928024292,55.60145283721923
TEST_268,40.98765254730225,62.35489156677246
TEST_269,18.392341040039064,30.457488161315915
TEST_270,67.87796922302246,76.32854224182128
TEST_271,46.43621496734618,63.673672258911125
TEST_272,53.887002328796385,67.0338058392334
TEST_273,41.323207030029295,60.637425082397456
TEST_274,23.896567897491455,42.523647449646
TEST_275,16.928942323684694,34.63400259063721
TEST_276,28.042781694641114,40.957654510498045
TEST_277,47.75629330566406,65.04191909118651
TEST_278,25.653697610778806,41.07151542816162
TEST_279,29.100138556213377,48.29705304595947
TEST_280,28.11961012863159,40.91770676467896
TEST_281,11.79052721950531,28.80074804674149
TEST_282,8.04462618522644,24.99772127681732
TEST_283,61.753211882934565,68.57568503295897
TEST_284,49.64824152587891,62.89118176422118
TEST_285,53.90331655853271,75.70006975341798
TEST_286,74.27819328857422,77.157523409729
TEST_287,71.33989054870605,82.29647707092285
TEST_288,26.124472058563228,43.159804957275384
TEST_289,32.240319520568846,48.67149405975343
TEST_290,27.76248223937988,48.00292212402344
TEST_291,24.035732731933596,42.71149643280029
TEST_292,34.150318852691655,58.631590910339355
TEST_293,37.36680157348633,51.36127540832519
TEST_294,55.788138408508296,70.65311896575928
TEST_295,13.608352731971742,32.030829007797244
TEST_296,34.36895462524414,43.98956892974853
TEST_297,26.358233683013918,49.49260937408447
TEST_298,34.204904440307615,56.387076200256345
TEST_299,43.22873989349364,62.57648821502685
TEST_300,42.64607131652832,61.719105608825686
TEST_301,70.96083677978514,81.8935918218994
TEST_302,46.20747037963868,61.366705819396955
TEST_303,31.605560995941158,45.37415400115967
TEST_304,34.63161055419921,54.86064290435791
TEST_305,14.789410088386537,23.54273558059692
TEST_306,50.59920833648681,68.9585912713623
TEST_307,18.04155050689697,25.730912212677
TEST_308,25.01085653800964,44.97838106323242
TEST_309,33.284497253875735,49.23888625915527
TEST_310,55.08682588806153,68.26222686828612
TEST_311,57.39258952575684,70.54165662200927
TEST_312,28.873858405303956,38.2053883757019
TEST_313,32.04816091796875,49.03110513000488
TEST_314,20.48907722061157,40.84603961883545
TEST_315,36.99023283706664,55.891076367492666
TEST_316,33.16205119094849,51.993863664245595
TEST_317,30.908244216766356,49.5709397415161
TEST_318,34.51818808975219,57.956196038208006
TEST_319,51.8499624960327,61.60179630584716
TEST_320,26.800149129638676,38.16573162109375
TEST_321,38.28773359039307,52.93025417816162
TEST_322,43.285129272155764,56.161449386291494
TEST_323,27.54403661529541,44.97779144714356
TEST_324,42.223238838500976,58.25993907196045
TEST_325,35.10137140075683,46.55648696044921
TEST_326,30.047904857940672,52.08288655212403
TEST_327,75.06653939208982,84.0603313720703
TEST_328,66.56615813659667,73.91447835266112
TEST_329,27.473553197479244,43.262782338256834
TEST_330,66.44002484069824,73.0856215661621
TEST_331,24.03926650024414,39.67644148651122
TEST_332,41.19186573394776,66.19201709533691
TEST_333,19.86473321842194,36.568867071990965
TEST_334,62.33743470672607,75.29033027770996
TEST_335,31.430610705718994,52.35829170135498
TEST_336,26.67722929161072,37.332469273376475
TEST_337,42.35127465759277,62.87001243865966
TEST_338,46.471589345092774,66.01016662048339
TEST_339,12.393132815551759,28.065745277976987
TEST_340,21.723002688903808,39.397221642761224
TEST_341,56.080461807861326,75.20040951141355
TEST_342,34.11470937942505,50.14199784118652
TEST_343,38.57525341140747,60.424743519592276
TEST_344,38.242445730895994,52.81259291931152
TEST_345,37.150351502380374,53.385942799377446
TEST_346,27.048650429382324,49.43953463134765
TEST_347,64.76978304077147,76.93722135864257
TEST_348,17.570179720144274,28.100590747528074
TEST_349,44.51126521362305,62.92908718322754
TEST_350,33.97156626525879,45.16706582702637
TEST_351,20.34202692779541,42.499073688659664
TEST_352,18.619489756660464,33.38419579086303
TEST_353,29.399804299926757,44.76425220062256
TEST_354,33.129775652313235,61.1323104019165
TEST_355,29.941554947738645,43.20195829132079
TEST_356,63.77921077331543,77.82970669555664
TEST_357,18.510793126831054,37.526457784423826
TEST_358,29.565335822448727,38.78152988754273
TEST_359,25.863727386474608,47.09224574371338
TEST_360,20.01163026660919,36.98490422912598
TEST_361,37.48625296737671,49.478315332031244
TEST_362,42.99072969696045,63.33004273071289
TEST_363,28.31287156219482,46.87844119262695
TEST_364,41.75310549362183,64.8900810281372
TEST_365,55.2345076019287,72.56766074340818
TEST_366,29.059805655975342,39.558731187438966
TEST_367,49.72237472976684,64.1305837750244
TEST_368,53.37377783081054,68.59722749938965
TEST_369,75.7817287866211,79.33214984313965
TEST_370,32.910819963989255,53.14476822021484
TEST_371,61.8148276486206,71.53164939208983
TEST_372,46.67384357879639,62.731259857177726
TEST_373,16.077728659706114,30.2204912890625
TEST_374,24.793627611694337,47.367705571594236
TEST_375,68.33494490631104,80.64681293212891
TEST_376,24.00465499847412,37.91611875411987
TEST_377,40.59936888244629,56.451067840881336
TEST_378,38.32577032562256,51.663454911193845
TEST_379,33.167766666564944,47.95698532958984
TEST_380,27.86970966949463,48.12999672683716
TEST_381,33.01789427703858,53.92259520690918
TEST_382,49.629638944549555,66.17702182983398
TEST_383,20.748139443359374,37.39031870758057
TEST_384,50.35808034240723,66.96859763305663
TEST_385,50.73688906250001,74.80879681518554
TEST_386,30.201926673583984,48.20490203308105
TEST_387,68.87823231140136,76.29214758056641
TEST_388,28.041283937835694,36.064129042053224
TEST_389,8.065301834754942,29.53926445049286
TEST_390,60.80178407073974,75.76679553649902
TEST_391,32.769374369354246,49.36734336853027
TEST_392,58.307423354797365,66.59921873718261
TEST_393,30.213511419067384,53.75925493652343
TEST_394,18.299308193855286,26.384994857635505
TEST_395,45.996435429229734,56.57790740447998
TEST_396,43.799651031188965,60.72999256195068
TEST_397,41.25735962219238,59.11131652374268
TEST_398,22.314172989234926,32.44175988754272
TEST_399,51.843983535156255,68.37314567443846
TEST_400,55.89141594268798,63.6431562524414
TEST_401,35.75423593688965,54.810199655151365
TEST_402,32.33225133407592,46.11678307373046
TEST_403,42.124289353332514,60.82590830535889
TEST_404,35.03189381134033,41.63220351669312
TEST_405,40.225637793884275,59.94475170593262
TEST_406,35.9550150982666,57.34797789123535
TEST_407,43.010197265930174,57.62654953399659
TEST_408,46.42494599487304,63.118686801147454
TEST_409,37.28164046844482,52.43396029144287
TEST_410,54.04633065948486,66.96881212890624
TEST_411,19.769357476348876,40.841101375122065
TEST_412,61.72104573211669,75.19936399475095
TEST_413,22.537393391456604,42.23051659835815
TEST_414,43.11659200073242,66.02113109863281
TEST_415,19.993761130981447,41.17349578292847
TEST_416,66.09062445190429,72.68140758483887
TEST_417,34.44608617111206,56.326215292663576
TEST_418,52.79137291870117,70.6752630114746
TEST_419,28.00383561691284,49.15697446838379
TEST_420,13.598422343893052,29.270922518844607
TEST_421,40.90706762390137,61.7552915447998
TEST_422,32.61577955337525,49.00968682952881
TEST_423,44.39901262268066,61.50310226623535
TEST_424,29.79886392242431,46.20791356475831
TEST_425,35.41805796417236,57.34380274261474
TEST_426,39.57241340652466,56.03543807708739
TEST_427,21.592348626632692,34.43190752700806
TEST_428,50.14446781311035,68.92363130371093
TEST_429,48.38158488952637,63.519073811035156
TEST_430,66.97616982940673,78.40899059661865
TEST_431,36.360119931488036,57.420904503173816
TEST_432,41.81498721740723,55.5215514944458
TEST_433,65.68496657318114,72.55785843353272
TEST_434,15.100725534515382,26.574575240478516
TEST_435,69.05804972930908,69.6378902191162
TEST_436,39.70952535354614,59.50740887542724
TEST_437,50.56519041320801,74.11875153991699
TEST_438,43.36580097167969,67.59144239135742
TEST_439,21.845815199165344,36.216399069061275
TEST_440,46.12046562835694,62.360216345520016
TEST_441,35.477280256958004,55.443174429016096
TEST_442,25.477114579010006,42.92594130828857
TEST_443,25.748189258117673,43.04707500671387
TEST_444,43.56437609985352,61.34145573577881
TEST_445,59.36052172546386,71.53627396240233
TEST_446,23.98671127212524,39.0279689163208
TEST_447,42.220304870910645,63.966025845336915
TEST_448,16.074796189537047,37.521269960327146
TEST_449,15.23047236141205,27.653889246521
TEST_450,45.06604414947509,58.815735812072745
TEST_451,23.241626593551636,38.8987276713562
TEST_452,40.588125161132815,54.299568020935055
TEST_453,51.89929241790771,67.87135839691162
TEST_454,42.24901368041992,58.20117598480225
TEST_455,47.58375721572876,66.7519356915283
TEST_456,18.148198218078612,34.81239604629516
TEST_457,19.112538126983644,32.04268787277221
TEST_458,28.25434858520508,41.45792745635987
TEST_459,14.23625662311554,35.60802736618042
TEST_460,37.45494917053223,46.50654313400268
TEST_461,70.43579577636719,78.56347761230468
TEST_462,18.769432571754454,30.77408920295715
TEST_463,21.18532391357422,43.655379210510254
TEST_464,59.67053336181641,68.29034387573242
TEST_465,17.436184555170534,34.747609175567625
TEST_466,16.18416882698059,24.070033623504642
TEST_467,58.83612670013427,77.40238240966796
TEST_468,65.95447896087646,73.08025000671385
TEST_469,50.35170983764648,64.23347603271485
TEST_470,52.13558315368652,71.65159691955566
TEST_471,35.997048380126955,51.87807769927978
TEST_472,13.326321479635238,30.62918589538574
TEST_473,25.52613449920654,42.74057667755127
TEST_474,43.97947060150147,63.20193723419189
TEST_475,47.259360098571776,60.905557521362304
TEST_476,23.91964538848877,42.29115969421387
TEST_477,17.08765499988556,27.44337382797241
TEST_478,22.12281550415039,40.08159055648804
TEST_479,66.37575480651856,78.80326538085936
TEST_480,43.707019922180166,55.82710351257323
TEST_481,56.58431299591064,68.84686310455322
TEST_482,25.33089830352783,56.03996090606689
